age,workclass,education,marital-status,occupation,relationship,gender,native-country,income
69,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
22,Private,Bachelors,Never-married,Exec-managerial,Own-child,Female,United-States,<=50K
36,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
31,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
35,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
37,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Male,United-States,>50K
35,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
18,Private,11th,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
43,Private,9th,Divorced,Handlers-cleaners,Unmarried,Female,United-States,<=50K
53,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
54,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,<=50K
46,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,Female,Cuba,<=50K
24,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
30,Private,Some-college,Separated,Other-service,Unmarried,Female,United-States,<=50K
23,Private,Some-college,Never-married,Priv-house-serv,Not-in-family,Female,United-States,<=50K
36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
38,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
33,Private,Masters,Married-civ-spouse,Tech-support,Husband,Male,United-States,<=50K
66,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,Canada,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
17,Private,10th,Never-married,Other-service,Own-child,Female,United-States,<=50K
31,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,>50K
46,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,United-States,>50K
40,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,<=50K
34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
56,Private,10th,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
42,Private,Some-college,Separated,Adm-clerical,Unmarried,Female,United-States,<=50K
46,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
30,Private,HS-grad,Separated,Craft-repair,Not-in-family,Male,United-States,<=50K
33,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,United-States,<=50K
57,Self-emp-not-inc,Assoc-acdm,Married-spouse-absent,Farming-fishing,Unmarried,Male,United-States,<=50K
34,Private,11th,Divorced,Craft-repair,Unmarried,Male,United-States,<=50K
40,Private,HS-grad,Divorced,Craft-repair,Own-child,Male,United-States,<=50K
33,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
22,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,United-States,<=50K
53,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
36,Private,HS-grad,Separated,Adm-clerical,Own-child,Female,Philippines,<=50K
45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,>50K
36,Private,Some-college,Divorced,Sales,Unmarried,Female,United-States,<=50K
18,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
27,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
34,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
36,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Own-child,Male,United-States,<=50K
48,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
41,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
21,Private,5th-6th,Never-married,Priv-house-serv,Not-in-family,Female,Mexico,<=50K
47,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
41,Private,1st-4th,Married-civ-spouse,Farming-fishing,Husband,Male,Mexico,<=50K
61,Self-emp-not-inc,1st-4th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
64,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
35,Private,Some-college,Separated,Adm-clerical,Not-in-family,Male,United-States,<=50K
44,Private,HS-grad,Divorced,Transport-moving,Unmarried,Male,United-States,<=50K
20,Private,Some-college,Never-married,Sales,Own-child,Female,United-States,<=50K
23,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
52,Private,10th,Married-civ-spouse,Other-service,Wife,Female,United-States,<=50K
43,Private,Masters,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
63,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,South,<=50K
29,Private,Some-college,Never-married,Other-service,Not-in-family,Female,United-States,>50K
42,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,Taiwan,<=50K
65,Private,10th,Divorced,Handlers-cleaners,Not-in-family,Female,United-States,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
42,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
35,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
38,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
26,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,United-States,<=50K
46,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
39,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
42,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,Male,United-States,>50K
36,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
26,Private,Some-college,Divorced,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
57,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
55,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
35,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
24,Private,Some-college,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
34,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
27,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,United-States,<=50K
36,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
21,Private,Bachelors,Never-married,Sales,Own-child,Male,United-States,<=50K
29,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
73,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
45,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,United-States,>50K
43,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
47,Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,United-States,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Own-child,Female,United-States,<=50K
22,Private,Some-college,Never-married,Transport-moving,Own-child,Male,United-States,<=50K
76,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
24,Private,Some-college,Never-married,Transport-moving,Not-in-family,Male,United-States,<=50K
54,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
30,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,Male,United-States,<=50K
40,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
49,Private,Assoc-voc,Divorced,Sales,Unmarried,Female,United-States,<=50K
30,Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,United-States,<=50K
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
19,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
46,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,Male,United-States,<=50K
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
56,Private,7th-8th,Widowed,Machine-op-inspct,Unmarried,Female,Dominican-Republic,<=50K
53,Private,Some-college,Widowed,Sales,Not-in-family,Female,United-States,<=50K
27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,United-States,<=50K
46,Private,Some-college,Never-married,Exec-managerial,Unmarried,Female,United-States,<=50K
37,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
41,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,Vietnam,<=50K
30,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,Female,United-States,>50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
44,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
32,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
27,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
57,Local-gov,Some-college,Widowed,Adm-clerical,Unmarried,Female,Mexico,<=50K
59,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,Male,United-States,<=50K
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Wife,Female,United-States,>50K
22,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,United-States,<=50K
39,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
43,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
38,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
61,Private,9th,Divorced,Sales,Not-in-family,Male,United-States,<=50K
24,Private,Some-college,Never-married,Sales,Own-child,Male,United-States,<=50K
25,Private,Some-college,Never-married,Sales,Not-in-family,Male,United-States,<=50K
44,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
55,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,Female,United-States,>50K
90,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
30,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,United-States,<=50K
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
36,Private,10th,Divorced,Craft-repair,Other-relative,Male,United-States,<=50K
63,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
60,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
34,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
49,Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
47,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
42,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
53,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,Male,Italy,<=50K
23,Private,Some-college,Never-married,Tech-support,Not-in-family,Female,United-States,<=50K
20,Private,Some-college,Married-civ-spouse,Sales,Husband,Male,United-States,<=50K
43,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
32,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,United-States,>50K
43,Private,Bachelors,Divorced,Sales,Unmarried,Male,United-States,>50K
31,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Own-child,Male,United-States,<=50K
39,Private,Assoc-voc,Separated,Adm-clerical,Not-in-family,Male,United-States,<=50K
29,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,Jamaica,>50K
20,Private,5th-6th,Never-married,Handlers-cleaners,Not-in-family,Male,Mexico,<=50K
42,Private,11th,Separated,Other-service,Unmarried,Female,United-States,<=50K
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
20,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
58,Self-emp-not-inc,1st-4th,Married-civ-spouse,Transport-moving,Husband,Male,United-States,<=50K
51,Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,Male,United-States,<=50K
25,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
38,Private,Assoc-acdm,Never-married,Prof-specialty,Unmarried,Female,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
58,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
25,Private,10th,Never-married,Machine-op-inspct,Not-in-family,Male,Dominican-Republic,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,<=50K
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
31,Self-emp-inc,Doctorate,Never-married,Prof-specialty,Own-child,Male,United-States,<=50K
22,Private,Some-college,Never-married,Other-service,Own-child,Female,United-States,<=50K
37,Private,HS-grad,Divorced,Handlers-cleaners,Other-relative,Male,El-Salvador,<=50K
32,Private,Some-college,Never-married,Sales,Other-relative,Female,United-States,<=50K
46,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,Female,United-States,>50K
62,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
56,Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
37,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,Japan,>50K
41,Private,1st-4th,Married-spouse-absent,Farming-fishing,Unmarried,Male,Mexico,<=50K
56,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,Male,United-States,<=50K
34,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
45,Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
30,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,>50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
27,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Male,United-States,<=50K
38,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,Male,United-States,>50K
39,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,Male,United-States,<=50K
47,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,>50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
46,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,United-States,<=50K
41,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,United-States,>50K
20,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,United-States,<=50K
30,State-gov,10th,Married-civ-spouse,Adm-clerical,Husband,Male,United-States,<=50K
30,Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,United-States,<=50K
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Male,United-States,<=50K
25,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,United-States,>50K
18,Private,HS-grad,Never-married,Sales,Own-child,Female,United-States,<=50K
50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,Male,United-States,>50K
28,Private,HS-grad,Never-married,Other-service,Not-in-family,Female,United-States,<=50K
21,Private,Some-college,Never-married,Priv-house-serv,Own-child,Female,United-States,<=50K
